,text,score,PredScore
282,"I live in Texas, so it might be the reason that the Fiji water was very warm when I recieved. However, I think the bottled water delivered without careful handling. The Fiji bottled water taste was not very good and the hot weather could damage the Fji bottled water.",1.0,2.0
283,The texture is like jell-o pudding and the flavor might be a poor semblance of a butterscotch-scented magic marker. It's gross. I thought artificial flavor had developed - the Extra gum dessert flavors are remarkably accurate - but Walden Farms evidently doesn't have the same R+D budget as Wrigley.<br /><br />I don't generally mind low-cal alternatives... but this is disgusting.,1.0,1.0
284,I guess it is my fault because I didn't read the dimensions but these lollipops are TINY! I thought they were much larger when I ordered them.  OH well...,1.0,2.0
285,"No longer does the KO sardine label brag about brislings from the icy Norwegian fjords. This inferior sardine is being sold at the premium price of yesteryear in a KO label. In fact, I have read the labels of every brisling sardine fishery on my grocer's shelf, and found them all wanting. Perhaps the near-arctic waters' brislings have been depleted...or the fisheries don't want to spend the money on the diesel fuel to get them there?",1.0,2.0
286,"I liked the product, but after ordering receiving the second bottle, the price went up considerably.  I hate to find a substitute, but I will.",1.0,3.0
287,Literally exactly the same jerky as the cheap strips you buy out of the bins and place in a paper bag at a gas station or truck stop. Was expecting something a of a little more high quality than truck stop jerky. :/,1.0,1.0
288,"I got this in a large size, however my bulldogge had the treats out in five minutes and ate the blue ball they were in. I guess it would work well for something with a little less bite power, but my bullys and mastiffs made easy work of it.",1.0,3.0
289,"This is one of the WORST k-cup coffee varieties I have tried. I have been enjoying Tully's Italian Roast, but something is messsed up with the pricing on Amazon (like: it is twice the price I paid for it last time!) So, I figured I would try the Timothy's instead. What a mistake!!!  It is bitter, weak and truly disgusting. I wouldn't subject my worst enemy to this one.",1.0,1.0
290,"The price & mg/capsule seemed like a good value, but product is not my ""usual"" brand. Capsules were poorly assembled; most were cracked or split, leaving a large portion of product loose in the bottle, as was the case in all 6 bottles. Further inspection revealed brittle, poor-quality capsules which seemed to be assembled in haste (read: off balance and/or incomplete assembly) thus causing splits & breakage. Since ""consistency"" is the focus for this product, I would NOT recommend this brand.",1.0,2.0
291,"The sugar comes out almost immediately, then it turns into a goopy mess for the next 5 minutes until it finally starts to stiffen up. I admit I don't like gum that much, but this is awful. Maybe I just got a bad batch or something.",1.0,1.0
292,"I received this product which was to be a gift.  Upon opening the box, the gumballs were chipped so bad, I can't even use it for the gumball machine I bought them for.  More packing material would have saved me th money.",1.0,1.0
293,"If I wanted to eat rock hard, expired candy I would just go across the street to the gas station. These are the OLDEST, grossest sour punch straws I've ever tasted. They are as hard as a jawbreaker and they taste rotten and plastic-y. Do not order from amazon! I just basically threw $22 in the garbage.",1.0,1.0
294,"The order clearly said it was for a pack of 6, and that is what I was expecting.  I got one 16-count box, and when asked, the seller said they did not sell a 6-pack! I'd like to know if the other two reviewers got 6 boxes.",1.0,2.0
295,"I was first introduced to this product in New Orleans.  When I cam home to Los Angeles, I couldn't find it in the stores and was so happy to find it.  The product was reasonable, came quickly and it totally yummy.  It also does the trick for me with heartburn and alleviates a scratchy throat.",1.0,5.0
296,"I wish I would have read the reviews BEFORE purchasing! It's true, I did not receive the majority of the flavors I was hoping to try. I feel like they should eliminate the picture they advertise, because it is entirely misleading.",1.0,1.0
297,"I ended up throwing away most of this. The hummus was salty and bitter, the edamame was nothing special, the chocolate was turning white and the fruit and nut mix was just plain nasty! Huge waste of money.",1.0,1.0
298,The roasting date was very old resulting in stale tasting coffee. I love Kicking Horse Coffee but this was a bad batch.,1.0,2.0
299,"I bought this product based on the glowing reviews it received.  The only positive thing I can offer is that my Bernese enjoys the taste.  However, every time I have given him one he throws up--which is enough for me to have no choice but to give this a 1 out of 5 stars.  This has happened each of the three times I tried to give him one, and the vomiting occurs within 10 minutes of him eating it.",1.0,2.0
300,"I did not like these, they said they lasted long an for big dogs.My dogs swollowed them whole and did not even chew them",1.0,2.0
301,Salmon isn't very good quality compared to fresh smoked salmon I have had in Alaska and Maine. And why is it necessary to have the box made in China?  I would much rather pay a few cents more for an American made product.  Reminds me of how Walmart closed down a rolling pin manufacturing facility near my town in Maine and moved production to china to save 4 cents per rolling pin.  Unbelievable.  Disgusting.,1.0,2.0
302,"Not a good product, impossible to cook well! I will not buy this product again. Label recipe is useless. Try something esle!",1.0,1.0
303,Read the description carefully.  Made by Spangler - Made in Mexico.<br />I almost was fooled.  Spangler used to be made in USA<br />Guess Mexico is better than China.  CVS candy canes  are made in China.,1.0,1.0
304,"Horrible texture to this product.  Did not consume it or the vegetable stir fry that I normally love.  Used in place of rice, but I do not recommend this product.",1.0,1.0
305,"Because I am Hungarian, I've used this product all my life as I am a gormet Hungarian cook.  This particular product is very hard to find on grocery store shelves.  Typically, Hungarian Paprika should appear bright, deep orange.  This is an indication of freshness.  The paprika that I received was a brownish-bronze color.  I tasted it and it was very bitter.  I'll still use the product, but probably order from somewhere else.",1.0,1.0
306,"This is junk food for cats.<br /><br />Cats must eat meat. This food does not contain taurine and other essential vitamins that a cat can't obtain from vegetable sources. Cats that eat this food are facing a horrible death from vitamin deficiencies, possibly including blindness first. I'd feed my cat the cheapest store brand before giving her this stuff.",1.0,1.0
307,"I tried to use this when making ice cream...and I must have tried 4 different times hoping each time would be different. I couldnt even choke the stuff down. I did, think it went nice in my coffee though. If youre planning on baking or having to use an excess amount of it, stick with the powdered stuff! Disgusting!",1.0,1.0
308,"I thought all caramel syrups were pretty much alike. I've tried various brands at local coffee shops and bought some on my own as well. When I saw this brand was being sold a few dollars cheaper than the others, I decided to give it a shot. Unfortunately, it doesn't taste like anything. It doesn't even taste like sugar. It's unfortunate but a lesson learned.",1.0,2.0
309,"Horrible, terrible, so bad!  I cannot warn one strongly enough not to purchase this product with the assumption that you will be making a raspberry flavored TEA.  This is much more of a raspberry flavored drink and not a good one at that.",1.0,1.0
310,"When I received this package of treats, on 6/4/2011, the expiration of the bag of treats is 6/10/2011.  That is unacceptable!!  For a $19 bag of treats they should have at least a year before they expire which is typical.  I had to return the treats to Amazon and that is a pain when we are all busy.",1.0,1.0
311,This coffee has a yucky cardboard flavor to it.  There are 4 coffee drinkers in our house and none of us like it.,1.0,3.0
312,"Fast reliable company, but these caramello bars were kinda hard and the caramel didn't string like normal. Seemed like they'd been melted and refrigerated or old or something. They were edible for some, just not great. We did order zero bars and skors at the same time and they were great!",1.0,2.0
313,Makes great coffee for about 4 months. Cheaply made product. All pipes inside are cheap plastic. Even a $25 Mr Coffee has copper water pipes in it to carry the 190 degree water but not Keurig....all plastic water lines. Heat plugs the lines up in 3 to 4 months. Piece of cheap junk made to look pretty. Save your money,1.0,1.0
314,I've had chicken tika masala a million times without it ever having nuts in it but this one has cashews in it and since I suffer from nut allergies my body responded with anaphylactic shock causing me to have to go to the hospital.,1.0,3.0
315,"Their shipping is expensive and they havent even shipped it yet. Had I known that it would take more than 16 days (and counting) for this company just to get the product out the door, I would have purchased from one of the many other sellers on amazon.",1.0,1.0
316,"I tried this mix and found the cookies too sweet.  Additionally, it's difficult to make - instead of creaming the sugar into the butter, you add all of the dry ingredients at once into the egg/vanilla/butter mixture.  I finally used my hands to ""knead"" the dough in order to incorporate all of the dry ingredients.",1.0,2.0
317,"While I agree that coke in bottles is better, and coke made in Mexico is even better than that because of the cane sugar used instead of icky high fructose corn syrup...do yourself a favor. You can buy these at Home Depot. In Austin TX, they sell a case of 24 for $19. Check it out.",1.0,1.0
318,"Product was smaller than the description, Product was priced more than three times what it should have been priced, compared to others on the market. It was received in poor condition. I WILL NOT ever buy from Hirts Garden and/or Amazon again, due to their deceptive description and poor condition of the product. I buy items like these to grow and to resell to my customers. This item is so poor it will not grow and is virtually not saleable. As far as I'm cocerned this is a big internet SCAM!!!",1.0,1.0
319,"After hearing reviews, I thought I would chance the expense to try this. This was the worst cup of chai tea I have ever tastes and tossed the cup. I have tried different company and brands of the years and Chai tea was one of my few favorites I would drink. I like the cappuccino and coffees but Tassimo missed the mark with this one. TOO SWEET and fake flavor. Where is the tea flavor and the spices were not right.",1.0,1.0
320,"So far, 2 of the 12 boxes of wild rice have had worms in them!  You do not want this product, or anything else from this company.",1.0,1.0
321,"They have a rubbery texture and taste bad. I don't know what they did, but it was a big mistake. The original Potato Buds were so good, please correct this Betty Crocker.",1.0,2.0
322,"I should say I loved it when I bought it a while ago, but never looked so close at it! My wife showed me a few very small bugs floating on the water in the rice cooker. Not going to send them back since I did used some of it and not worth the try. Hope that it was in a batch of it and the manufacturer can read and figure out this. not going to buy it again.",1.0,2.0
323,"Maybe some people will enjoy these but I could not eat any of it.  The texture is slimy and it looks like worms.  Even the spices are not appealing to me.  Oh well, I enjoy Costco's gf pasta.",1.0,2.0
324,"i don't know what the other reviewers are talking about, this cereal tastes like paper.  it's so bad that it's compelled me to look for every review on this product so i can post my opinion.  sorry kashi.",1.0,1.0
325,"Last time I checked, water based products such as Poop aren't really frozen at 62 degrees F.<br /><br />Personally I try to catch the poop in a zip-lock bag and take it straight to the deep freeze. This prevents freezer burn and that white crusty layer.",1.0,3.0
326,"As it is clearly written this coffee was supposed to be ground, but when I received it NOPE, it was not ground.  I chose this coffee because it was supposed to be ground, I paid a higher rate for it.  I will not purchase from this seller again.<br /><br />I love sumatra coffee, it is the best of the best as far as I am concerned.  I am not happy because I didn't get what I paid for.",1.0,2.0
327,"IT TASTE SOUR! it taste more like expired curry, and yes I did check the expiration date. I wasted good beef and chicken for this sauce. The after taste is horrible, avoid at all cost, this is the worst curry I've ever had in my life.",1.0,1.0
328,"I was excited to see that Amazon is selling 100% Kopi Luwak. However, these beans were a huge disappointment because they had no aroma and flavor at all. I'm guessing that they sent stale beans because there was no roast date printed on the bag.",1.0,1.0
329,"Oh My God!<br />I bought this tea as I've read many good reviws, but when I recieved it I was very dissapointed...<br />It was the worst tea what I've ever drunk...",1.0,1.0
330,the sours came all stuck together so that you had to peel away the wrapper and literally eat them all in one chunk. would not buy again,1.0,2.0
331,"Even though I read the reviews I still went ahead and brought this for my own curiosity.  Please don't waste your money.  The water is very black like strong coffee look.  But after trying it, it left such a bad after taste I just could not get over.  I still have a half of bottle in the fridge and trying so hard to finish.  I just might end up dumping it.  No I will never buy this product again!",1.0,1.0
332,I bought this to save a little money compared to Villa Manodori which is a spectacular balsamic but expensive.  The Elsa was runny and bitter and tastes not much better than very inexpensive store bought balsamic.  With the Manodori you only need a few drops.  It is wonderfully sweet and aromatic...nothing else like it.,1.0,2.0
333,"This stuff was so disgusting I ate half a bowl and threw out the rest of the box.  I'm a poor starving student and single mom, and for me to waste money like that, you know it's got to be bad.  The crispy outside is good, actually -- light, stays crispy in milk, nice texture and fresh taste.  But the ""chocolate"" on the inside is GROSS.  Tastes chemical-y, acrid, artificial -- truly inedible.",1.0,1.0
334,"Get the carrot & apple or pear & mango flavor from Plum Organics instead.  This was overwhelmingly sweet.  Like giving my babies candy.  The ""Yello One"" is almost as bad.  I recommend sticking with the other flavors, especially carrot, parsnip, apple.  And frankly, I think Plum Organics makes better tasting blends that are delicious but not too sweet.",1.0,4.0
335,Are the Diamond Walnuts chemically treated. The recent package that i bought from Stop & Shop has a very strong smell from the shell. On investigation I read few articles stating that Diamond Walnut spray Radio Active and Treat Walnuts with Chemical. These Chemicals are CANCER causing and dangerous for health. The Company can refute these charges with a video showing the  complete process till packaging.,1.0,1.0
336,I would rather have a salad plain than have to eat this. I have tried many low carb items and this is by far the worst tasting out there.  I threw it out after the first taste.,1.0,1.0
337,I agree...with the other two reviews.  What a joke.  Now the price is $14.49.  That is insulting.  I love this candy and look for it every year.  This is an insult though.  I would never pay this much...on principal alone.<br /><br />Note that I wanted to give 0 stars...but it wouldn't let me.,1.0,1.0
338,Bad plan to send a Bonsai to MN for Christmas...<br />Wish I had given a gift certificate for summer delivery!<br />Two attempts and both were failures.<br />Expensive Lessons learned and shared.,1.0,1.0
339,"It's very misleading and the ingredients are poor. I can't believe that I ever gave this crap to my German Shepard. Like you, I care a great deal about what's best for my Siberian Husky and that's why I do research on pet food quality. I learned more than i wanted to know, after a quick Google search. Don't believe me? Just look:<br /><br />[...]<br />[...]<br />[...]",1.0,1.0
340,I had purchased a package from Costco and they were delicious. These tasted awful and the smell was worse.,1.0,1.0
341,Did not receive my product. The company did not even tried to notify me<br />to let me know that there was problem,1.0,1.0
342,"I normally have no problem enjoying sugar free syrups, but this stuff is truly awful.  It's not sweet, and doesn't have even the slightest hint of maple flavor.",1.0,1.0
343,"So disappointed. This has absolutely no cheddar flavor, hardly any saltiness, basically tastes like air-popped popcorn with an aftertaste.  I adore cheese popcorn so this was a huge letdown.",1.0,1.0
344,Same exact product is available at Sams Club for $8.77. Wow! My Prime Membership is really paying off on this product...,1.0,1.0
345,Product came in open and leaking in the box. I contacted Amazon and a full refund was issued no fuss no muss. I then ordered the same product only in the little plastic buckets. That worked out much better.,1.0,2.0
346,"I have used real butter for years.  This product is a shabby imitation, at best.  It has practically no flavor, didn't taste even close to real butter to me.  And if you mix it per instructions, it is extremely watery and has none of the ""texture"" of real butter.  It was so disappointing I wouldn't even give it away to the local food bank.  I simply threw it all out.  It seemed like a healthy idea, but I'd actually rather use nothing at all as a condiment than to use this product.",1.0,1.0
347,One even leaked. Do not buy. Must be a safety code violation. I put them in the refrigerator but I'm afraid to use them. Crusty around the opening too.,1.0,1.0
348,"Coffe tastes good when package is first opened. The second day, probably due to flimsy paper covering, tastes stale. Only good when plastic package is first opened. I've ordered twice--will not order again.",1.0,2.0
349,"Shame on the company that bought the name and put it on this stuff made with artifical flavors, mono and di-glycerides, and egg albumin - this soft mushy stuff is NOTHING like the original Bonomo Turkish Taffy - don't waste your time or money.",1.0,1.0
350,1-10 count box is about $9 at Vons...why is this so expensive on Amazon?  I won't be purchasing this from amazon until the price comes down significantly.,1.0,2.0
351,"Received product with expiration date of 6/20/2013 and almost every package opened had mold.  There's a no return policy on this product, so I'm not sure what can be done if anything.  I'd like to get my money back.  Beware...",1.0,1.0
352,"I ordered pack of 4. I've been expected good coffee, but I was very disappointed.<br /><br />One of 4 cut its packing, and just messed coffee up in the box.<br /><br />I had to throw away one. Now, honestly, I don't want to try it.",1.0,1.0
353,I was excited to order these as the price is $2 less per package than what they sell for at Whole Foods.  To my dismay I ordered 5 bags and I received the 'unsweetened' product.  The difference between sweetened and unsweetened is drastic.  No one in my home wants to eat them.  There is a no return policy on this product so I just spent $25 for five bags of un-edible product.,1.0,1.0
354,"bones were dried out and hard as a rock, i have bought them in the past and was very satisfied",1.0,1.0
355,I ordered multiple ones of this gift and not one has the gift message!! so the ppl who got it had no idea who sent it!!!! how pathetic!!!,1.0,1.0
356,"I feel it is almost irresponsible to NOT let people know the poor quality of this product. Look at all the bad reviews. Tasteless, gross and not a popcorn most people would eat even if it were free. That a major food company has this product on the market is hard to believe.",1.0,1.0
357,"I just had this stuff for lunch, and it's terrible! The noodles are okay, the dehydrated vegetables were fine (not as many as pictured though), but the sauce is SO GROSS! It tastes nothing like teriyaki! It also smells like crap, I'm getting sick just from the smell.<br />I took one bite and that was it. Not buying this product ever again, I'll stick with ramen thank you.",1.0,1.0
358,"My dog, a miniature dachshund, would gladly eat out of the cat box if she could but she will NOT eat these.  Just saying.",1.0,2.0
359,"I ordered (8/24/12) the Ranch Dressing through Amazon.  I was so irritated to learn, upon receipt, that the expiration date is Novemer 27, 2012.  There is no way that I will use 80 ounces of dressing in less than three months.  I'm angry that Amazon would even stock, and ship, dressing that is so close to being expired.  Angie did refund me.  THANKS ANGIE!!! But, stil, I'm mad that I had to even go through all this for Ranch Dressing.  Disappointed with Amazon, really DISAPPOINTED!!!!",1.0,1.0
360,Man this stuff his horrible.  Worst tasting tea I've ever experienced.  And I'm not not just referring to this brand. I would assume that all Guayaki tastes Guayucky.,1.0,1.0
361,"I am not anti-walden farms: I enjoy very much their syrups, chocolate dip and several of the ""jams."" But peanut butter is something that ""needs"" a consistency that synthetic products just cannot provide. It tastes absolutely awful--putting more than a pea's worth in my mouth made me gag.",1.0,1.0
362,"This shampoo is no different than any other products on the market. It does not do anything to resolve my dandruff problem, instead, I have more flakes than ever before.<br /><br />Do not waste your money buying this item.",1.0,1.0
363,"We tried this on tacos, as it says to try it. No one thought it was very good. It had a sour taste to it. The spice amount is good for people who aren't crazy about spicy but I love spicy and I thought maybe it would taste better in a salad but again I was left thinking it had a sour taste. No one tried it more than once on their tacos. This can't replace good old salsa!",1.0,2.0
364,"I got the peppered flavor and it tastes awful.  It's spicy as heck but the pepper taste is so overwhelming that it totally ruins it.  I got through about half a bag and not more then 2 pieces at a time.  Totally disgusting.  I like beef jerky and Jack Link's especially, just not this flavor.<br /><br />Anyone who is a health nut may not like this because it's loaded with MSG, though I think most beef jerky is.",1.0,1.0
365,"I am writing this after my dog refused to eat this food after a couple of weeks. She threw up once yesterday. So I guess I will be donating this food to the shelter, and getting a different brand. I tried finding a supposedly healthier brand, but I think I will stick with Science Diet Mobility.",1.0,1.0
366,One word---NASTY!  Really hate that I even had to give it one star.  DO NOT BUY THIS!  I've even read it doesn't have any nutriotional value either.  Yuck.,1.0,1.0
367,"Just plain nasty!!! This item tasted like cardboard, very watered down and no flavor to it at all.  Very disappointed",1.0,1.0
368,"One might think that the sugar, corn syrup, and high fructose corn syrup in this cereal would be enough. Lurking in the list of ingredients is the poisonous Sucralose. Another Fiber One cereal has Aspertame. At least now I know I have to read every label.",1.0,1.0
369,"I ordered the Hodgson Mill Wholesome White Bread Mix, but receieved the Hodgson Mill Whole Wheat Honey Bread Mix. I dont really have the time to do all the return process( my reason for ordering online in the first place). Wish they would send what customers ordered.",1.0,1.0
370,I was very unhappy with my purchase .I had bought them a few weeks ago for a friend and she said they were very good.<br />I thought they were very hard and much smaller than i remember them .<br />Didn't think it was worth the money.<br />Sorry,1.0,2.0
371,"Ordered a few cases. It's barely edible. Too salty. I may have to donate it to the homeless. Can't eat it anymore. Shame on them for poor quality control. Only a lousy company has to overdo the salt in an unhealthy, despicable attempt to make it more palatable. No honor in that!! They overdo the food dye too. I smell at rat in the corporate management -- heavily pushing the dye and salt. Shameful!",1.0,1.0
372,"I buy several of the Think Thin bar flavors - tried this one and found, to my dismay, that it has a pronouonced coconut flavor, which is okay if you like coconut.  Flavor is darker, but muddier, and ingredients list a fractionated palm kernel oil, which is not in the other bars I buy.  Would not purchase it again.",1.0,2.0
373,I can't rave enough about the original popchips.. but these taste like flavored cardboard. I was only able to stomach the cheese flavor. I don't recommend and not sure what you are getting over the original other than a triangle vs. a circle.,1.0,2.0
374,I'm a fan of other baked chip products (such as Doritos and Lays Potato Chips) so I picked these up. They taste terrible! They are bland without much flavor but what there is sort of reminds me of sawdust. I'm sure they might be healthier as they are a Baked product but I'd rather eat less of the real thing. I threw them away. Yuck!,1.0,2.0
375,480 calories and  180 fat calories per 3.5 oz. Very greasy and nasty tasting. I pitched the entire case.,1.0,1.0
376,The almonds in this mix were great - crunchy with a bit of lemon flavor; but the olives were too salty to consume.,1.0,3.0
377,This is going straight into the trash. I wish I would have read these reviews before buying. How can such an established brand produce something so awful?,1.0,1.0
378,"I just purchased some of these mints at the store. They don't have that great of a taste and they aren't strong at all until you bite into them, and then the mint flavor quickly disappears and doesn't leave your mouth minty in the least bit. I don't know where all these high reviews are coming from. They taste like cheap mints in my opinion. I've had better.",1.0,2.0
379,"We also couldn't find the Spearmint mints in the store and were very glad Amazon had them.  This was in 2009, and we just reordered and the mints have changed.  It is not the same mint, beware. It tastes bad, especially when you are expecting the old mint.  It doesnt' even look the same.",1.0,1.0
380,"I've been enjoying Jet Fuel for 18 months now - and mostly enjoy the other flavors from the Coffee People - but in the last 2 weeks the prices have skyrocketd (up $5 a box), and most of these are no longer available for subscribe and save (another $3-4 increase).  Gives me a pause to whether this k-cup thing is even worth it.  The good cups went from 35 cents a cup or so, to now over 50 CENTS!",1.0,5.0
381,"Astounding that this coffee has no smell or taste of amaretto whatsoever. I know it's decaf but it doesn't even smell or taste like coffee. It's bitter and has an odd flavor. Worst of all, you can't return food items. I wasted $36.",1.0,1.0
382,I wouldn't buy this again. It doesn't even taste like coffee and is quite a disappointment. Maybe buying some pumkin spice syrup might be better idea if you want this flavor.,1.0,2.0
383,Received this product with the Keurig. Made it with the  small cup setting.<br /><br />Tasted like chocolate flavored water. I'll go back to  Swiss Miss and add the water,1.0,2.0
384,"Low salt was the only benefit this product offered.  The salmon itself was the center spine section.  Lots of spine, lots of bones, lots of work to eat.  Quite a mess and disappointment.  Not the typical sections of salmon most of us are used to buying in either canned or smoked salmon.",1.0,2.0
385,"I thought I would try this but am sorry I did. It taste horrible. Bitter, just a bad flavor. I do not write many reviews but this was so bad I felt I had to. Ordered the Brazilian flavor for a friend, hope that is better.",1.0,1.0
386,Ordered this product before and contents were very soft and fresh.  This time contents were hard and dry.<br />I was very disappointed but my little puppy was even more disappointed.,1.0,2.0
387,"So i ordered 24 cans of the green giant canned asparagus for 52.00 and waited for their arrival. The money was taken out of my account and 8 cans of green giant asparagus showed up on my door, that's just crazy, 8 cans for 52.00 I'm sorry but that's just wrong. If you divided 8 into 52 you get 6.50 a can that's just crazy! I want the rest of my asparagus",1.0,1.0
388,I sent these baskets to my two grandkids.  What did they get?  A worthless piece of junk that I could have bought at the dollar store for less than a dollar!  BE WARNED DO NOT BUY THESE AT THE VERY LEAST IT IS FALSE ADVERTISING. I didn't want to give it one star but couldn't publish the review unless I answered the question.  If I could rate it minus 5 stars I  would although it probably doesn't even rate that.,1.0,1.0
389,"These waffles tasted ""blah"". The ""waffle"" part was more like a bad cookie and the chocolate is sub par.  I was very hopeful that these would be good and some what healthy as the package says no sugar. It's high calorie for a ""cookie"" and terrible tasting. I will not purchase again.",1.0,1.0
390,"The top of the mustard was unopenable.  The plastic chipped, the red pull crumbled.  Product must have been sitting around for a long time.  What do you do with a jar of opened mustard with no top?",1.0,1.0
391,To describe this product--words escape me--terrible; horrible; waste of good money. do not do it justice--how about just plain Sucks!!,1.0,1.0
392,The box arrived dripping with oil<br /><br />All the Jars had spewed thier contents- the seal had broken under the lid- I can only assume this happened as a consequence of an unpressurized cargo  hold in  flight.<br /><br />So- I wasted the entire amount I spent.<br /><br />Don't buy this!!!!!!!,1.0,1.0
393,"I usually buy it, before it was fine. But this time, the berry is very very wet and all the berries are wet to together and some have very bad taste. Seems they don't maintain their good quality any more.",1.0,3.0
394,Not a big lover of this particular ghee.  It is soupy and doesn't have the good flavor I expected it to.  Next time I will buy ghee that is packaged in a glass jar instead of a plastic bottle...maybe it will taste better then.,1.0,3.0
395,This is a waste of money if you are looking for the french vanilla flavor it just doesn't have any.  I ended up giving away 5 of the 6 cans.  The mocha by Folger's is excellent and you can taste the chocolate.  I thought the french vanilla would be the same but it was just a sweet coffee.  I purchased the Victorian Inn brand and from the reviews this has a good vanilla taste; I hope so because I was trully disappointed in this Folger's French Vanilla.,1.0,2.0
396,The noodles taste somewhat normal - but the texture makes them impossible to eat.  I have purchased 10 bags and gave to friends to try - none of us were able to actually eat more than a few bites.  The texture is like rubber with an added slime - very difficult to chew.,1.0,2.0
397,"I thought about donating these to the local animal shelter because my cat hates these.  So far, they sit on the kitchen counter.  I'm sure some cats will eat them if they are hungry.",1.0,3.0
398,I ordered the chicken flavor and was sent the chicken and liver flavor.  I donated it to the local shelter as my dogs would not eat this flavor.,1.0,1.0
399,"My cat refuses to eat this product.  I would not recommend buying it. I saw it was a top seller on amazon, and I cannot imagine why.  Good luck getting your cat to eat this.",1.0,1.0
400,"These contain a type of fiber derived from chicory root.  It produces gas, diarrhea, and gastrointestinal rumbling.  And stomach ache.",1.0,1.0
401,The package clearly shows the size as 5mm but that is not mentioned in the product description. My keeshond can go through one of these in three or four minutes. Avoid this product!,1.0,1.0
402,"A total nightmare. If you are going to make this, use crazy glue or a support system for the walls and roof. They keep sliding out of place. Some of my pieces came broken, and it tasted horrible. Dont waste your money.",1.0,1.0
403,"Since the picture shows six different type of bottled water, I thought I would get all of those kinds in each shipment (I signed up for subscribe & save). However, I only got 24 bottles of one kind, not six different kinds... Very dissapointed, especially that the kind I received was the one that I don't like the most. I canceled the subscribe & save order for this product.",1.0,1.0
404,"We could not eat this product because it tasted really old and outdated.  I checked the package for an expiration date, and it had something stamped on the box, but I could not read it.  Very disappointed with this product and I will have to throw the remaining boxes away.",1.0,1.0
405,the most flavorless dark chocolate I have ever tasted. flat taste melts crumbly in your mouth.I prefer a rich powerful chocolate with a smooth texture.,1.0,5.0
406,I bought all different flavors of jerky from this brand and it is sooo gross. I had to spit it out. Never again.,1.0,1.0
407,"I happen to love Lotus Root; stir fried, boiled, or baked.  The Eden Lotus Root, dried, is a completely different story.  I can honestly say that I was so excited to open the package tonight that I overlooked how small the packages were for the cost.  That is until I opened and took a bite.  HORRIBLE is too kind of a description.  Save your money!  Now, I will go on to say that Eden usually has great products and I am a huge fan of many of the offerings but if you see these, just say NO!",1.0,1.0
408,"I have been on a deep search for a mayonaise that does not have soy in it due to my soy allergy.  I tried this with very high hopes but it just have a weird tangy taste to it.  Not a good tangy, because I love tangy. Just not good....so the search continues.",1.0,2.0
409,"I've tried a few of the salad dressings and they were pretty good all things considered, so I thought I'd give this a whirl because I missed peanut butter. From reading the reviews I sort of knew what to expect, but I wanted to find out for myself. The texture is more like a spread (which I knew), but the flavor is just awful. It's overly sweet and doesn't taste like anything close to peanuts. Lesson learned.",1.0,2.0
410,This is the most awful french onion soup I have ever tasted.  Since when do you add Cane Sugar to vegetable broth.  I rate this -5 stars,1.0,1.0
411,"It is important for all they claim these sticks are safe and natural, that pet owners understand the product is dried bull penis'.  This is why they smell, it is part of an animal that is dried.",1.0,1.0
412,"I really like this product, however in doing the math, i can't figure out how this is a savings, in fact it's a rip off on this site! I can go to my local target (which i have been doing), and buy this exact product (32oz) for $5.99 a can, on here it's roughly $10.00 a can.................Again, where is the savings and why is so expensive on amazon?????",1.0,1.0
413,I bought the turkish delight and then I read the reviews saying the rose flavor is the worst flavor and It tasted like soap it sucks. But I havent tried any other turkish delight so I just recommend not buying this one.,1.0,1.0
414,"Small box of candy.  Not worth anywhere near $25.00.  You are buying the box.  I would suggest buying your own candy, most of it is still out there, and then make up your own novelty card.  Nice idea but not a good value at all.",1.0,2.0
415,I read some of the health benefits from this tea and decided to try it. Using 1 tea bag in a MrCoffe making 12 cups-this stuff was sooooo bitter. I put in 2 tea spoons of honey in a 1/2 cup of tea-still very bitter. The aftertaste lasted for days and so did the slightly quezy feeling. If it did me any good I haven't a clue what it was.,1.0,3.0
416,"it sort of tastes like stomach acid. i've tried it on separate occasions, adding different veggies, removing things, changing the amount of water, etc., but it still tastes so gross. i hate wasting food, but my box is going in the trash pronto",1.0,1.0
417,I usually buy a different brand of full leaf tea. I tried this Mighty Leaf for a change and couldn't get past the funky taste.  I don't know if it just sat in a warehouse too long or if this is typical of the brand. I sent it back and will stay only with my fav. brand.,1.0,2.0
418,"This was a great coffee before, but like many others have noticed, they've changed suppliers and this coffee no longer has the same taste. It is now very weak and tastes nothing like it used to. I am getting a refund.",1.0,2.0
419,I've order the Seasame Blues before and thought they were great. The 7.5 ounce bags are round compared to the triangles. When you open the bag you get a strong odor of bad oil. The taste also has the bad oil to it. Unfortunately I sent a box to my sister after bragging about them. I called company but no word yet.,1.0,3.0
420,"Reese's box was banged up, torn, and missing the bottom...then taped back together.  The bottom half of the product was damaged and inedible. I assume this damage occured from the seller as the shipping box was intact.  Further, most of the product was melted.  Will not buy again.",1.0,2.0
421,I bought this because it was labelled as jerky. It is actually a Chinese semi-dried pork disk with fish sauce and soy sauce. It says to toast it to eat it. I tried it cold and toasted and neither way tasted good. This was oddly flavored and unlike any real jerky that I have ever eaten. I threw it out. I will say it was tender but I think the fish sauce may have something to do with that.,1.0,1.0
422,know you have undoubtably lost your minds. $18.88 for a can of choplets????  You can buy them all day for $6.49 at the health food stores.,1.0,4.0
