,productId,score,text
160525,B000ILK9QG,3.0,"I thought this was good, but I have to agree with the people who said that the sodium content could be lowered.  The label is misleading, as it tells you to put a cap full of seasoning on your popcorn.  The nutritional info is for a 1/4 teaspoon of seasoning, which has a rather high amount of sodium.  A cap full is at least 2 tablespoons of seasoning."
166712,B000TMS0QA,3.0,"Granted this isn't really like apple ""butter"", but yet again, we're not getting all the fat, calories and sugar that we'd get from real apple butter either.  I tried the strawberry and raspberry fruit spreads, and this was my favorite of the three.  It's not the best thing ever, but is okay for what it is."
249506,B001LGGH54,2.0,"My family and I sampled two flavors of Switch -- Kiwi Berry and Watermelon Strawberry.  Though neither is something we'd want to purchase, Watermelon Strawberry is somewhat more desirable than Kiwi Berry.  For a beverage that claims to have no added sugar, Watermelon Strawberry Switch very sweet -- almost too sweet for me.  It reminded us of strawberry sparkling cider, though Switch's ""fizz"" content is somewhat less.  I thought the strawberry taste overwhelmed the watermelon taste, but my brother had an opposite reaction -- he said it tasted like a watermelon Jolly Rancher candy. ""Too much like liquid candy"" was his sum-up, and the rest of us agreed.  Good for a sweet treat, but not for an everyday beverage -- unless you've got a major sweet tooth.  There are tastier ways to get my daily Vitamin C fix."
167628,B006BXUZVO,3.0,"Cinnamon Almond Raisin Bran adds...cinnamon and almonds to your Raisin Bran. Plenty of people on here think it tastes amazing, so I'm a bit in the minority. I think it tastes...okay. It's a bit too sweet for me and a little too strong on the cinnamon. If you want a good analogy of what it tastes like, this cereal basically tastes like you're eating a bowlful of candied almonds. It's been a couple years since I've eaten regular Raising Bran so maybe things have changed or maybe it's just this cereal but I always remember the raisins in Raising Bran being a bit on the small side and kind of firm; in my box of Cinnamon Almond Raising Bran anyway the raisins are fairly large and are soft, making for a bit of squishiness. This is a pretty good cereal that kids and people with a sweet-tooth will probably love. It really does taste just like you're eating candied almonds. Worth trying if you like cinnamon, almonds, and Raisin Bran on their own."
79809,B001IZM92S,4.0,"The dried apples were good as advertised.<br /><br />As a result, I am ordering them again and recommend them to anyone interested in dried apples."
238242,B000HDHZ4E,2.0,"I just came back from Mardi Gras and had Gumbo/Jambalaya and all the other great food. I was sure this wasn't going to be that good but it tasted fine. The biggest problem I have is the picture that shows big chunks of okra, vegetables and sausage. There were only two chunks of any kind of vegetables in there one tomato and one celery. No Okra at all, and only one small piece of sausage and a few strands of meat of any kind. I don't know if that's what it takes to make it healthier (cheaper to produce). It probably wouldn't be too bad if you added more rice (small amount compared to New Orleans version I had) and your own sausage pieces, okra and misc. vegetables. It isn't bad tasting just disappointing ""presentation"" vs. what you receive. It is a base basically not a stew or soup."
165160,B001EQ4N52,3.0,"I received today 6 lbs.  of both organic red kidney beans (country of origin: China) and turtle beans (country of origin: U.S.A.)<br /><br />I went to the Amazon site where the red kidney beans had been listed and see that they are no longer available.<br /><br />I would prefer to know the country of origin when purchasing food.  There is a legal disclaimer at the bottom of the page. I realize that it is probably impossible to list every country of origin on every product as it may change within a day.<br /><br />I will try not to purchase any more food that has no country of origin listed on the website.<br /><br />I don't know what has happened to the availability of red kidney beans, but it seems that over the past few years, they are harder to find, either dried or canned."
76776,B0049ULB78,4.0,"If you like the earthy, kinda sheep-manure flavor of Starbucks, then you will like this. Not my favorite, but it is okay."
252812,B001OCG1A6,2.0,"I really like Crystal Light, but I feel this really missed the mark.  It taste like Apple Juice, not Peach or Mango, but if you really like Apple Juice then you will like this, but unfortunately I really don't."
245800,B004OAZ36I,2.0,Was misinformed...this is not going to be 24 different K-cups. We received 24 K-cups--most of which were the same flavors. Disappointed.
242270,B0034UCG5U,2.0,"My dogs love these; but these were stale.<br /><br />Nylabone Healthy Edibles Bones, 3-Bone Variety Pack, Petite"
81433,B002LSI1SC,4.0,"We use these for training our kitty. Whether it's toilet training or trying to get him to ""speak,"" these work great.<br /><br />Only minor caveat is that they crumble easily, but I think it's just the nature of tuna flakes in general.<br /><br />1 box lasts a while and we feel better about treating him to something healthier than some of the other stuff out there!"
129642,B000XEZ5HG,1.0,"I've been drinking this over a year, until I got arrithmias and anxiety, and panic attacks. It tastes great, and if you don't have a problem with caffeine and guarana- it's good. If not- it's not worth the risk!"
128801,B0032GREWQ,1.0,"Seriously, these newly formulated potato ""buds"" are HORRIBLE!  Taste and texture like drywall spackle.  Yes, this used to be a great product--they best dehydrated mashed potato product on the market.  But since they changed the formula--sickening.  They are no longer ""buds"" but just a box of tasteless powder.  Save yourself the money and pass this one by."
18043,B008ZRKZSM,5.0,Excellent product. Tastes great even if you don't mix it with water. Great way to eat peanut butter. Price is really the biggest issue with the product.
17490,B0045Z6K50,5.0,"As far as Keurig coffee goes, you have like, a hundred choices.  If you're like me and like strong, smooth coffee, you'll discover that not many of those hundred will give you the flavor you're looking for.  Newman's Own Organics Extra Bold, for me, is the best way to go.  I've tried maybe 20 or 30 different K-Cups that tout the word ""strong"" or ""dark"" etc...  This is definitely my favorite (Starbucks is pretty good too).  But at a reasonable price of about .65 a cup, you really can't go wrong with Newman's Own.<br /><br />I brew this EARLY in the morning, and it wakes me up.  I brew it in the afternoon, and it gives me that last-half-of-the-day pickup.  Give it a try!  At least buy the smallest option available and see what you think.  If you like strong coffee, you won't be disappointed!"
132510,B000HG84E6,1.0,I bought these looking for a healthy alternative to the sugary fruit snacks like the fruit roll ups.  They are like leather in texture and have no taste.  Very disappointed.
166682,B002T8XW6U,3.0,It took my 3 minature dachshunds about 5 minutes to eat the bone.  I was hoping that the bone would be more of a challenge to eat!
123663,B0001GCAR4,1.0,"Having brought back toasted marzipans from a recent visit to Spain which were simply delicious, I ordered these thinking what a convenient way to get more. Unfortunately, while the package arrived thoughtfully packed complete with a cooling pad and insulated thermal wrap, the marzipans were a disappointment. They were very dry, too sugary sweet and had an overly intense almond flavor, almost pungent."
75810,B004MO6NI8,4.0,"Let me preface this review by saying that I'm not a big ""energy drink"" person because I don't want to drink a lot of high fructose corn syrup, preferring instead a slimmer waistline.  That being said, I drank ""No Fear"" for an added pick-up that my usual dose of coffee wasn't providing due to a lack of sleep.  First of all, the drink was fizzy and tasty, with a hint of fruit, so it went down easily, unlike a few other energy drinks I've sampled.  Second, a half can (8 oz.) was about 128 calories, which wasn't objectionable.  Would buy it again if the need arose."
244536,B00389TID0,2.0,"The noodles are very bland, and the soup is extremely artificial. Leaves a horrible after-taste of plastic, and the soup has nothing else besides water, and noodles."
148629,B001OCBT3U,3.0,"I would never consider this a healthy option, but it tastes pretty good. I'm not a huge fan of peanuts and sugar since I prefer the peanuts and salty combination, so this snack is too sweet for me. And I should say that it's very dense and filling. I could barely finish my whole bar and finishing food is not normally a problem I have!"
17810,B000EVMNO6,5.0,"Once again a winner! These Haribo Frogs are my favorite! The large bag is a little harder because toward the end the frogs started getting a little tough. But, I solved that by re-bagging them all myself as soon as I opened the next one. Delicious!"
134159,B0029PTJSS,1.0,"As another reviewer said, these salted caramels are full of unpleasant ingredients such as coconut oil, making them unhealthy. If you're going for healthy, caramel isn't your best bet anyway,  but traditional ingredients would be better. Not only that, but these taste processed, and have an unpleasant mouth feel.<br /><br /> I have tasted Bequet salted caramel; it's soft and chewy with well developed (and yummy) traditional buttery flavor. The sea salt is in discrete peices, crunching slightly when you chew or blooming on your tongue. By contrast, the Carosel caramels  taste like someone boiled up vanilla coffee creamer and stirred in some normal table salt.<br /><br />GAH! Do yourself a favor and go for the Bequet.<br /><br />.<a href=""http://www.amazon.com/gp/product/B00376ZEY6"">Bequet Gourmet Celtic Sea Salt Caramel - 8 oz bag</a>"
247947,B004T3QMD8,2.0,"I have enjoyed Maxwell House's latte products but, don't like the flavor of this one.  Making it to the manufacturer's specifications, I mixed in 1 1/3 tablespoons (that's 4 teaspoons)to 6-8 ounces of water.  The foamy top layer looked good, just like a restaurant latte.  But, the proof is in the aroma (light pumpkin spice scent) and the drinking.  I did not taste the coffee at all.  In fact, it was more of a tea-like flavor.  Too weak.<br /><br />Reading the ingredients list is a sojourn into a science class.  To paraphrase an old TV commercial, it's 'better living through chemistry'.  Chemists have created many products that mimic natural ones--just not this one.<br /><br />While I like pumpkin pie, pumpkin spice scented candles and the like, I don't care for this drink.  And neither did two others who tried it."
125143,B000NY8OLK,1.0,I used to looooove this stuff until they changed the recipe. Now it is waxy and kind of tastes like Hershey's. And it also tastes less like chocolate. Skip this chocolate and buy something else. Not worth the money.
133503,B002YP8556,1.0,This product does not work.  I could spray this stuff directly on the cats and have no reaction.<br />I buy many things on Amazon and hope they take notice and remove it.  I have no problems with the dealer that sent it.  It came very fast after ordering.  As far as I am concerned it is water in a spray container.  No negative star ratings that this deserves.  LESS THAN ZERO STAR RATING.
131432,B000YDRP2Y,1.0,"For all the hype these Leonard Mountain dry soups have gotten, they sure did disappoint. I have made 6 varieties now (sitting here with a bowl of the Chicken Pasta as I type), and they were consistently bad...even though I followed the package directions EXACTLY. Maybe that was the problem - I followed the package directions. None were done in 20 minutes. (""edible"" in 20 minutes - yes; worth paying xx dollars for it - no; worth calling it ""gourmet"" - no.) And one reviewer called the veggies ""chunky"" - really? Wonder what kind of soup they're used to if they think these soups are chunky.<br /><br />My advice: Lipton instant soup will give you just about the same salty, overseasoned experience as these Leonard Mountain mixes, but for a lot cheaper. Of course, Liption instant soup doesn't purport to call itself ""gourmet"" like LM does.<br /><br />My real advice: Want a ""real"" soup that REALLY only takes 20 minutes? Throw some stock (canned broth will work too) in a pot and let it boil, then toss in some fresh veggies (frozen if you want), pre-cooked meat (or raw shrimp), pasta if you want it, canned beans if you want them, and cook until the veggies are the way you like them. Season to taste with just salt and pepper, or add garlic and/or onion powder. Green herbs are great too if you know how to use them.<br /><br />If you're using a crockpot (which I do all the time), do the same thing except wait until the last 30 minutes to toss in the pre-cooked meat. You could also get away with dried beans in a crockpot.<br /><br />In any case, fresh soup only takes 20 minutes to begin with, so these LM soups aren't saving anyone any time.<br /><br />I will NEVER buy these again. EVER. If I need convenience, I'd rather buy canned soup than these."
82853,B007TGDXNO,4.0,I enjoyed the coffee and will continue ordering it in 6 month time frame.  It had a nice bold flavor and a rich aroma.
17607,B000CMIYWC,5.0,"My husband recently stopped smoking (yay!) and this tea has really helped him clear all that junk out of his chest.  It has a pleasant taste and aroma, being neither too strong or too weak, and we both find ourselves drinking it simply for the flavor. This tea is great to drink during and after having any type of chest cold.  Good way to get fluids and soothe a cough related to illness.<br /><br />Yogi Tea products are the very best out there and buying them here at Amazon is way cheaper than buying them in a store ($4-$6 per box.)  We subscribed to a couple flavors so they arrive without having to specifically order them.  I love this feature!  Thanks Amazon!"
136337,B006Q820X0,1.0,"The kcups looked okay, but many of them sprayed coffee on the counter, had coffee grounds coming out. I won't buy this again."
165099,B000FTU5MO,3.0,If you enjoy different foods-regular salt in a regular shaker-this isn't for you! If you like to spice things ud differently- it may be.
17712,B003YBJ9JA,5.0,"My baby loves this flavor of Gerber juice. I dilute 4 oz of this juice with equal amounts of water and let her drink it with meals. In between, I let her have plain water. These 4 oz are equal to a serving of fruit, which I really like. It is MUCH cheaper to buy this in bulk in this size than buying the small 4 oz bottles. Would definitely recommend."
148651,B001OCBT3U,3.0,"I recently got a chance to try the new(ish) Planters Big Nut Bars from Kraft Foods and I have to say that they're pretty darn good.  If you're into granola bars, these will be a little bit of a departure as you really don't get that kind of consistency.  These are also nuttier, and overall seem to be more akin to a nut-based candy bar like a Payday.<br /><br />As far as the pluses go, the bars have a nice balance of sweet and salty, and though the consistency doesn't scream granola bar, it's just chewy enough that it also doesn't scream peanut bar (like the various brands of peanut brittle-esqe bars you tend to find in vending machines.)  The peanut butter coating on the bottom also has a nice consistency and taste, not chalky or too sweet like peanut butter tends to get in products like this.  Also, at 46 grams, it's pretty satisfying, and I'd think it would certainly make for a decent small meal on the go if you're in a pinch.<br /><br />There are some drawbacks though.  Mainly the bars can get a little messy where the peanut butter is concerned, so I can imagine it would be a nightmare with kids.  The bars are also pretty high in fat, which isn't as much surprising (they are peanut based), as it is unfortunate.  At 13g of fat per bar (3g saturated), these really are in the category of meal replacement, and not snacks.  If you're looking for a healthy snack I'd stick with a more basic granola bar."
17968,B008ZRKZSM,5.0,"This PB is great because it is only 45 calories per 2 tablespoons and 1.5 grams of fat.  It is great tasting - of course, it does not taste like Jiff (my favorite); its taste is similar to the natural PBs on the market.  Some people like or love peanut butter.  I'm obsessed with it.  It is so bad that this is the first PB that I have purchased in awhile because as soon as I buy PB, it is gone in one day (yes, I sit down and just eat spoonful after spoonful)."
238558,B000CRIUNA,2.0,I don't think it's my imagination or just two bad bags; Peak Protein has been changed.  I bought 2 bags from 2 different stores and there was almost no fruit in the granola.  My daughter has always wanted the cranberries from my granola because they were better than ones I could buy separately.  First the cranberries changed to not as good quality and then in the bags I bought around June or July the fruit almost entirely disappeared.  There were about 6 cranberries in the entire bag!<br /><br />I miss the real Peak Protein.  No other granola for sale is as good.  I've started making my own granola because I wanted something as good as Peak Protein used to be.  Turns out it's not that hard -- not to mention far less expensive.
162109,B002CENRLG,3.0,"Due to the restricted diet I am on, I can not have regular pasta.  The Miracle Noodle is a nice substitute for a pasta when the rest of the family is eating it!  They don't have much flavor, but will absorb the flavor of the sauce you use.  Make sure you rinse them well!"
158788,B000M9JKCI,3.0,"I love Mukhani Paneer, just love it. While at work, I heat up this amazing rice: <a href=""http://www.amazon.com/gp/product/B000FIULB0"">GoGo Rice White Rice Bowl, Organic, Microwaveable, 7.4 Ounce Bowls (Pack of 12)</a>, and stir them together. If I'm really lucky, I have some roti to go with it. Otherwise, a fork suffices.<br /><br />The cons: 1) It needs more paneer. I have trouble finding the paneer in it at times. 2) It sits in a bag--I mean, it just isn't homemade or restaurant quality.<br /><br />UPDATE: I really am getting tired of it. I think I'm better off trying to make it myself."
17263,B00312M854,5.0,"We have giant breed dogs who are allergic to corn, wheat, and soy.  This food is perfect and even better that I can now buy it on-line instead of going to specialty dog food stores around town."
79265,B003TNANSO,4.0,"When I need a snack I know fruit would be better for me, but chips are easier to eat. Then I discovered how easy this is to eat and how much better for me."
157071,B002TMV3GC,3.0,"""A European classic. Sweet caramel and rich vanilla infused with the flavor of wild hazelnuts."" - from the package of Melitta's HAZELNUT CR&Egrave;ME BRULEE coffee<br /><br />""... Melitta brings to life the feelings of the most romantic European Caf&eacute;s."" - from the package of Melitta's HAZELNUT CR&Egrave;ME BRULEE coffee<br /><br />Really?<br /><br />There were logistical problems getting this review written. My wife brewed-up and quaffed down the entire original package without giving me the opportunity to sample. She likes her cuppa Joe in the morning, while I drink the stuff only on those occasions when I want something ""different."" In our house, it's apparently ""every man for himself and the devil take the hindmost.""<br /><br />So, she opened up a fresh package of HAZELNUT CR&Egrave;ME BRULEE this morning under my close surveillance.<br /><br />Granted, my wife is more attuned to a coffee's subtleties than I am. But we both agree that this blend presents neither the nuanced aroma nor flavor of anything containing caramel, vanilla, or hazelnuts. It's a decent coffee inasmuch as it's not bitter, but that's all it is - simply coffee-flavored coffee, which brings to life the romance of any ordinary brew station anywhere in the world, e.g. the customer waiting room of Bob's A-1 Auto Repair and Tires down on the corner.<br /><br />And do ""wild hazelnuts"" taste any different than the cultivated variety?"
17976,B008ZRKZSM,5.0,"I was sceptical of this product when I received it but was sold once I gave it a try.  A little bit of water and you have peanut butter that your diet will like!  It is great in protein shakes, baked items, or just to eat by the spoonful (reconstituted of course).  I have been reccommending it to everyone!"
79664,B001H3VQFM,4.0,"I'm not crazy about corn syrup, but there's something about the way it carmelizes in this sauce that makes it the ideal mop/glaze for smoking pork ribs, poultry or even lamb shanks.  It deserves all the awards.  An outstanding and unconventional sauce that adds a touch of sweet/hot without overpowering the meat.  My go-to easy-grab."
160842,B0002AQZDE,3.0,This toy came apart at the seams a few days after i received it.
78300,B001AYDDCC,4.0,"While this isn't the best ever curry mix available, it IS pretty good. What makes it worth buying is the simplicity. You literally just boil the bag in a pot of water, cut it open and pour it over cooked rice (or noodles) and you're done. Instant curry dinner for one. (or two if you are just snacking) The box is marked ""Hot"" and it's got a decent level of spice or heat, but it's not hot by my standards, if you're looking for fire breathing hot curry, you'll want to add some spices of your own and do some doctoring here. But again, for a quick curry fix or snack, it'll work fine. There are some small carrots & potatoes in the packet already & they are ok, totally edible. I usually cook a small lamb chop or pork chop to add to the rice for a full meal after a busy day - makes a nice enough cold weather meal with a favorite movie type of thing."
17534,B0045Z6K50,5.0,I'm a bit of a stickler when it comes to my coffee and it took me a long time to succumb to the Keurig fad. I now love my K-cup in the morning and finally found the perfect blend. Other K-cups are too weak and taste watered down. This is truly a delicious cup of coffee. Costco sells a huge pack at a very decent price. Love Newman's extra bold.
81230,B005KMUNT6,4.0,"These taste like a fruit roll up with bits of crunchy seeds in them. Overall really good, though a bit too sweet for me (I don't like fruit roll ups for the same reason). I gave one to a coworker and she loved them so much she went right online and ordered some. I didn't notice it curbing my hunger at all, but it'd be a good snack if you were craving something sweet."
16511,B002RRLZQW,5.0,"This coffee is absolutely fantastic.  Yes - it's true that it's not the whole beans waiting to be ground, and I usually grind my own, but the flavor is truly amazing.<br />It has notes of chocolate and spice.  It is rich and so so tasty. I'm quite honestly a coffee snob and a bit of a foodie.<br />Of course if you like folgers, this isn't going to work for you... move along lol.<br /><br />I've been running it in my espresso / cappuccino machine.<br />Just make sure to pack it extra hard so that it flows properly.<br />Add some raw sugar and a little half and half cream.<br />You then have an incredible tasting coffee.<br /><br />I liked this so much after my first box, that I ordered 3 more boxes.<br />Each box comes with 2 mini bags in it that have co2 reducers."
17724,B000LKTSZ2,5.0,"These cookies are our favorite summer treat - we keep them in the freezer so they get a cool soft crunch. They are sweet in that european way, so your teeth don't hurt when you eat them! I am a health conscious sugar addict (a tough combo!) and these fit the bill just right when I cannot bake my own desserts. We love the fresh lemony flavor after a meal, or as a mid-afternoon snack.<br /><br />If you like very sugary sweets, you probably won't like these. However,  if you want to wean yourself (or your kids!) off of a lot of white sugar intake, you might want to give these a try! A pack of 12 goes faster than you think..."
17814,B000LRIGJE,5.0,my son thought it was awesome but i think it was okay .. but i would definitely order again since my son really love it
130757,B000Z8R63G,1.0,"I bought these at my local supercenter, assuming they might be fresh, and was shocked when I got home and they were stale.  They're really poorly packaged (just thin shrink wrap around the box; open the box and there's nothing but a tray and the rings) and they don't taste good at all.  The chocolate is flaking off of the rings, which look crystallized.  I wanted these for Hanukkah but they look and taste like they've been sitting around since last Passover.  Skip these and get Joyva."
135912,B001ULIGFE,1.0,"The can of soup was $3.50 at my local co-op. It was not worth the money. It tasted like an instant potato flake soup you would get at a buffet. It had the consistency of baby food, a faint hint of garlic and one or two tiny pieces of potato in the whole can. I'm not picky when it comes to soup out of a can, but this was very disappointing. I just wanted a simple, chunky potato soup and got some bland puree. Save your money."
136544,B006Q820X0,1.0,"I purchased these kcups to use with my Cuisinart Keurig maker.  While the product tastes good, it repeatedly causes brewing problems with the cuisinart, either stopping its function completely or causing it to overflow.  Would not recommend for use with Cuisinart makers."
17551,B000CMIYWM,5.0,"This tea is incredible. Mind you I  am not an avid tea drinker. I'm more of a coffee person. I bought this tea to alleviate stress and deal with irritability. I was pleasantly surprised to find out it tastes wonderful too. The aroma in itself is calming and the lavender and slight anis flavors are just incredible. It combines the benefits of great flavor,  being really calming without putting you to sleep,  and easing tummy troubles like bloating and indigestion. It is a truly enjoyable tea. I just bought 6 boxes and am about to stock up on some more."
244613,B000WEMIFY,2.0,don't expect it to last for more than one chewing session. Our 65lb. 14 month old pup put one of these away in just under 90 minutes. It's back to the drawing board for something that will keep her occupied for a couple of hours.
251777,B001EO5YFW,2.0,"I wish people writing about a product would talk about the product alone Instead of  writing down a their life story.<br />People are talking about their lives Instead of writing about the product they bought.<br />Now, If you want to buy and eat a truly authentic candy like this, this Is not the one.<br />I was very let down when I ate one. What's worst Is that I bought a multi pack.<br />The taste of this candy Is really good, that's what the stars are for alone.<br />Past that, texture Is nowhere near what It should be.<br />This Is very rubbery and that Is NOT what this candy feels like when you chew It.<br />So If your looking for authentic candy like this, try another brand because this one Is not authentic. Good hunting!!!"
251493,B001E5DZYS,2.0,"I was disappointed by the taste of this coffee. The first hint came when I opened the package and didn't get the usual great aroma that I would expect from good coffee. Then I brewed my first batch, and it was a big let-down. This is the kind of coffee that people, unfortunately, think of when they think of decaf: weak and lacking in flavor. I know it's hard to find good quality water-process decaf coffees, but Caribou, for example, is a much better choice."
240053,B001VJ0B0I,2.0,"<span class=""tiny""> Length:: 0:53 Mins<br /><br /></span>The 15.5 pound of Beneful Original Dog food arrived late this afternoon. My 125 pound mastiff has not eaten since last night. He should be hungry. I put a bowl of this food down in front of him and he sniffed it, took one little morsel, played around with it and spit it out. I gave the dog a few minutes and he did get up and eat the one cupful of food that was in the bowl. He does like Purina's wet food, that we give as a topping sometimes on another brand of dog food. I have uploaded a short video of his honest reaction to the first serving of this food. This is a rescue dog and when we got him about nine months ago he weighed 47 pounds, because he had eaten a 9"" long ratchet wrench, with the handle and the head. This dog eats lots of stuff, the couch, my shoes, the remote, but he is not crazy about Beneful.<br /><br />The bag shows big chunks of beef, whole carrots, peas, whole grain wheat. Read the ingredient list before deciding to buy. The veggies are listed at position 20, 21, and 22, after a long list of corn products and other assorted junk food. The colors are really artificially bright, some of the pieces are hard, some soft, they are a nice size for smaller dogs. At my dog's weight, I would have to feed him six and a half cups, according to the chart on the bag. I really don't think he would eat it all. I did get this bag as a Vine promotion, with the hopes that it would be really good, but I think I will have to stick with our old brand."
77023,B001OCKIP0,4.0,"I don't usually use a lot of milk in my cereal because I don't want to waste it (it goes to the cat--I know, bad cat owner!) I haven't drained the milk from a bowl of cereal since I outgrew Cookie Crisp (mmm. Cookie Crisp)...this was so good I drank it all.<br /><br />First the con and the reason for the four instead of five star review: price. 12 oz. for 3.60 (plus shipping on Amazon) or 3.79 in my grocery is out of line. Comparable products offer 17 or 18 oz. for the same or a slightly lower price. So Kraft (and yes, it's a Kraft product) lower the price to get another star.<br /><br />The rest is all pro. The mouth feel is perfect; as the uploader of the customer photo states, not big bad chunks. Nice and crunchy in cold milk. The flavour is fantastic. DARK chocolate...not milk. Yum. Plus just the right amount of little choc pieces. Others criticised the Summer Berry Blend variety for being too sweet (others too tart,) but I found it and this just right on the sweetness scale.<br /><br />4g of fiber, low sodium, 5g of protein...and a couple vitamins all natural. No HFCS, no Sucralose or Aspartame so your liver and brain don't need to fear it either!<br /><br />Notice I didn't mention the calories...220 in a ""serving"" welll, a 1/2 cup serving size is a wee bit unrealistic. I measured it out and it's about five bites. A cup was good for a light breakfast...so 440 calories about the same as a bagel...not for weight watchers--but an excellent treat!"
76498,B003YBJA1W,4.0,"I am not usually a cracker person, but I discovered these at our local grocery store in Seattle and then found them at a good price on Amazon.  I have an unusual affinity for Saltines, so this should give you an idea of my cracker tastes.  That said, I serve these often with a variety of dips and people always comment on how good they are (the crackers and the dip!) These crackers are what I would call a grown up version of a saltine.  They have an excellent crisp and are great for topping and dipping.  There are many varieties of the Croccantini, but my favorite is still the original.  They also come in larger versions that taste just as great, but are huge and tend to break up quite a bit."
77914,B000EMOBVI,4.0,"This is a yummy pasta dish and I like the convenience of everything you need (except oil and water) in one box.  I have made it according to the directions but recently, to save on calories, I've put in less oil--as much as one-half less than called for--and find it is just as tasty.  (I always buy it on special or with coupons because I think the everyday price is a bit high for the amount you get.)"
81812,B005CUU25G,4.0,"<span class=""tiny""> Length:: 1:42 Mins<br /><br /></span>Since neither of my 2 dogs can write about this new Lickety Stik, I will do my best.<br />A new idea for treats is always welcomed.  We had 3 flavors of Stiks, Bacon, Chicken and Liver.  We tried all three on both Sundae and Casey.  Sundae licked all three and seemed to like them all. Casey, however, wouldn't try any of the three, just turning his head in apparent disgust (lol).  Having had dogs my whole life, you never can tell what a dog will like or dislike.  I didn't give this 5 stars, because of some functional reasons, not because Casey didn't even try it.  First, the lick ball is exactly like a deodorant ball. As a matter of fact, the container reminds me of an Arrid Rollerball Deodorant bottle exactly.  It doesn't move freely by just licking, you have to gently squeeze the bottle for the liquid to be available to the dog.  If you squeeze too hard, it drips onto the floor. Other than that, it seems to be enjoyable.  It is supposed to be healthy, but I had to use a magnifying glass to read the rather small label.<br /><br />The video is one of our taste tests. Hope you enjoy it."
79647,B004TJD758,4.0,"I add this into my Green Monster smoothies every morning and I love knowing that I'm getting great nutrition, first thing in the morning!"
77632,B001LG940E,4.0,"Since I'm a mom always on the lookout for healthy soda alternatives, I decided to give this product a shot. Its review depends on your point of comparison. As a soda alternative, it rates mediocre. As a juicebox alternative? Through the roof.<br /><br />I shared the sample with my 11-year-old son; he's the one I'm shopping for. Good eye and nose appeal, I'd say, with a light, pleasant color and a really appealing cherry scent. The flavor was sweet, but mild; carbonation gave it an extra boost. On first sip, my 11-year-old son said, ""Tastes like apple juice, with a kick."" On second sip, he added, ""It's a lot like apple cider."" (Not surprisingly, concentrated apple juice is first on the list of ingredients.) ""Would you want to drink it again?"" I asked him. ""Oh, definitely!"" he said. He took another sip. ""But I want to try another flavor.""<br /><br />I'd probably concur. I love cherry, but there wasn't much of that in this. It surely smelled good, though.<br /><br />Point by point, this seems to be on par for health value with our favorite brand of juice box, which is also 100% juice, no sugar added, and packed with vitamin C. The Switch is much higher in sugar, lower in salt. (In fact, The Switch is higher in sugar than many sodas. Coca Cola has 3.25 g. of sugar per oz. The Switch has 3.97. But it's a fruit juice, so that's pretty much what you'd expect.)<br /><br />In price, though, there's a big difference. My relatively overpriced grocer charges 6 cents per fluid ounce for our juice box brand. At the current rate of $24 per 24, The Switch costs twice that much. In exchange, you get a little added carbonation kick and cooler packaging (right down to the eye-catching logo and the upside down ""the"").<br /><br />For us, this is likely to become an occasional treat. But I think we'll give a different flavor a try next.<br /><br />Pros: Pleasant flavor, light fizz, natural.<br />Cons: High price, high sugar content, more apple flavor than cherry."
16477,B000F9XBDE,5.0,"Wheat Thins have helped me lose 65 pounds by being a ""legal"" treat. The Sun Dried Tomato are the best flavor my husband and I have tasted. By purchasing them from Amazon as a subscription, we are able to know that we will have the flavor we want (usually sold out at grocery stores) for free shipping with a lower price. GREAT deal! Thanks Amazon."
17288,B000EVIDUY,5.0,"These brownies were so incredibly good and moist that even if you didn't know they were gluten-free you were gobbling them up. They taste just like ""regular"" brownies."
256400,B0023V65GW,2.0,"Our son has a ton of allergies, but these Gummy Bears by YummyEarth are an absolute favorite of his.  We couldn't be any more grateful for awesome companies like YummyEarth that make these products.  Personally, they taste way better than the standard gummy bears that you buy from the grocery store.  An absolutely fantastic product.  I have no beaf with the product itself, but...<br /><br />As so many other have pointed out, this product is not well handled at all either at the warehouse or during shipping.  The bags that we received were all just globs of goop.  Nowhere did we see any cute bears that taste yummy.  This really makes me question any product that we order from Amazon now.  I don't think I will be buying any more food products from Amazon."
77671,B001LG940E,4.0,"I love the concept: pure juice with carbonation.  The taste was pretty good.  Not good enough to become a regular purchase, but definitely good enough to try and maybe pick up now and then.  I'm curious to try the other flavors (especially watermelon -- has there ever been a watermelon flavored beverage?)."
17835,B0001FQVCA,5.0,"I toast a cinnamon raisin bagel, slather with peanut butter, add Nutella all around but just along the outside edge... ahhh- heavenly! A little bit of Nutella goes a long way. I'm going to donate my unopened jar of grape Jelly to a food pantry... it's never going to be opened as long as I have Nutella in the house."
76941,B001OCKIP0,4.0,"There really isn't much to review for this product--in my opinion--because the product title and details pretty much tell you everything.<br />This packet contains nothin' but granola and dark chocolate bits.  'Nough said.<br /><br />If you like dark chocolate and granola, this one's for you.  I guess the only ""gripes"" I have is that I didn't initially know it was dark chocolate because the title and the big letters on the bag only say chocolate.  But, c'est la vie.  I prefer dark chocolate anyway.<br />And, I guess from years of being subjected to sugary granola often found in McDonald's yogurts and grocery cereals, I wasn't expecting the oaty taste I found in here, which is, I presume, what granola is supposed to taste like!<br /><br />Good stuff.  I'm eating it as I compose this review!"
